,_step,env_step,episode,episode_reward,time,env,seed,agent
49,1265,1226000.0,1225,65.72434578684584,11518.213195562363,dog-walk,4439,TD3
50,1291,1251000.0,1250,77.9034782682039,11709.668157339096,dog-walk,4439,TD3
51,1317,1276000.0,1275,72.03552049035258,11947.465769290924,dog-walk,4439,TD3
52,1343,1301000.0,1300,74.96289498955477,12191.109952688217,dog-walk,4439,TD3
53,1369,1326000.0,1325,73.09282422421407,12431.150796890259,dog-walk,4439,TD3
54,1395,1351000.0,1350,72.57350685802655,12673.6635119915,dog-walk,4439,TD3
55,1421,1376000.0,1375,76.11390237006934,12904.106601953506,dog-walk,4439,TD3
56,1447,1401000.0,1400,81.65003852011827,13134.878472328186,dog-walk,4439,TD3
57,1473,1426000.0,1425,76.81412852163044,13357.985308647156,dog-walk,4439,TD3
58,1499,1451000.0,1450,82.97028082829473,13583.840532064438,dog-walk,4439,TD3
59,1525,1476000.0,1475,77.73823872868253,13799.479851007462,dog-walk,4439,TD3
60,1551,1501000.0,1500,84.6331038333699,14036.300077199936,dog-walk,4439,TD3
61,1577,1526000.0,1525,88.17800392886859,14269.336288690567,dog-walk,4439,TD3
62,1603,1551000.0,1550,86.6546819676795,14477.096613168716,dog-walk,4439,TD3
63,1629,1576000.0,1575,85.95570486718253,14710.595051288605,dog-walk,4439,TD3
64,1655,1601000.0,1600,81.4767502341594,14951.6883020401,dog-walk,4439,TD3
65,1681,1626000.0,1625,83.04060993968628,15187.210189580917,dog-walk,4439,TD3
66,1707,1651000.0,1650,83.27740569979525,15432.548081636429,dog-walk,4439,TD3
67,1733,1676000.0,1675,91.72335402066336,15673.98613357544,dog-walk,4439,TD3
68,1759,1701000.0,1700,91.51404320081419,15911.494697332382,dog-walk,4439,TD3
69,1785,1726000.0,1725,91.60832491812741,16145.364423274994,dog-walk,4439,TD3
70,1811,1751000.0,1750,94.31156743384446,16379.909350395203,dog-walk,4439,TD3
71,1837,1776000.0,1775,92.0300183100239,16626.785076618195,dog-walk,4439,TD3
72,1863,1801000.0,1800,97.53414220675374,16870.66648197174,dog-walk,4439,TD3
73,1889,1826000.0,1825,93.95812675205401,17102.7364590168,dog-walk,4439,TD3
74,1915,1851000.0,1850,94.74072063169044,17340.700604200363,dog-walk,4439,TD3
75,1941,1876000.0,1875,100.27587233672699,17577.13720870018,dog-walk,4439,TD3
76,1967,1901000.0,1900,93.80375236908804,17791.583361148834,dog-walk,4439,TD3
77,1993,1926000.0,1925,88.66586434055628,18015.02579855919,dog-walk,4439,TD3
78,2019,1951000.0,1950,97.19427250559843,18245.508890390396,dog-walk,4439,TD3
79,2045,1976000.0,1975,99.55230613906555,18481.25022292137,dog-walk,4439,TD3
80,2071,2001000.0,2000,87.72092665177047,18727.11410331726,dog-walk,4439,TD3
81,2097,2026000.0,2025,94.72779484111268,18959.960847854614,dog-walk,4439,TD3
82,2123,2051000.0,2050,93.50837509580934,19201.78842830658,dog-walk,4439,TD3
83,2149,2076000.0,2075,88.55903377775834,19415.35074710846,dog-walk,4439,TD3
84,2175,2101000.0,2100,87.0175092429052,19629.35116147995,dog-walk,4439,TD3
85,2201,2126000.0,2125,88.44188859138946,19842.926265239716,dog-walk,4439,TD3
86,2227,2151000.0,2150,93.36394913809121,20091.37109398842,dog-walk,4439,TD3
87,2253,2176000.0,2175,100.59873233027051,20335.418563127518,dog-walk,4439,TD3
88,2279,2201000.0,2200,87.26350822460577,20562.243977069855,dog-walk,4439,TD3
89,2305,2226000.0,2225,102.00143801217351,20793.746352910995,dog-walk,4439,TD3
90,2331,2251000.0,2250,91.59608589144378,21043.05237555504,dog-walk,4439,TD3
91,2357,2276000.0,2275,101.16067038463413,21287.200490236282,dog-walk,4439,TD3
92,2383,2301000.0,2300,96.53277652828312,21533.917058229446,dog-walk,4439,TD3
93,2409,2326000.0,2325,93.0916846204772,21778.46110391617,dog-walk,4439,TD3
94,2435,2351000.0,2350,94.60734849171752,22017.62851166725,dog-walk,4439,TD3
95,2461,2376000.0,2375,101.15178946150483,22260.633033514023,dog-walk,4439,TD3
96,2487,2401000.0,2400,100.69496103306027,22505.51480603218,dog-walk,4439,TD3
97,2513,2426000.0,2425,104.3490381062735,22744.20298552513,dog-walk,4439,TD3
98,2539,2451000.0,2450,92.10547661982301,22986.458080530167,dog-walk,4439,TD3
99,2565,2476000.0,2475,84.55608906159372,23226.89284658432,dog-walk,4439,TD3
100,2591,2501000.0,2500,100.36012408517378,23476.591387033463,dog-walk,4439,TD3
101,2617,2526000.0,2525,94.29032338334201,23722.124990701675,dog-walk,4439,TD3
102,2643,2551000.0,2550,89.56092940535032,23972.511963367462,dog-walk,4439,TD3
103,2669,2576000.0,2575,106.14083696072217,24215.787573575974,dog-walk,4439,TD3
104,2695,2601000.0,2600,107.30047366265958,24456.065188407898,dog-walk,4439,TD3
105,2721,2626000.0,2625,105.98606169279508,24701.325364351273,dog-walk,4439,TD3
106,2747,2651000.0,2650,107.59675873867664,24939.561152219772,dog-walk,4439,TD3
107,2773,2676000.0,2675,105.56866500786279,25177.392929792404,dog-walk,4439,TD3
108,2799,2701000.0,2700,98.97808682455516,25422.699459314346,dog-walk,4439,TD3
109,2825,2726000.0,2725,104.528249757463,25643.00401878357,dog-walk,4439,TD3
110,2851,2751000.0,2750,105.79951392051518,25872.79050707817,dog-walk,4439,TD3
111,2877,2776000.0,2775,99.81828878254501,26121.21406698227,dog-walk,4439,TD3
112,2903,2801000.0,2800,103.09985182225778,26374.23020219803,dog-walk,4439,TD3
113,2929,2826000.0,2825,111.18005476908891,26627.928360939026,dog-walk,4439,TD3
114,2955,2851000.0,2850,107.1254707777291,26873.75112915039,dog-walk,4439,TD3
115,2981,2876000.0,2875,115.83096587145943,27126.608929872513,dog-walk,4439,TD3
116,3007,2901000.0,2900,109.66835113736697,27377.089470863342,dog-walk,4439,TD3
117,3033,2926000.0,2925,110.25551947622064,27628.724232912064,dog-walk,4439,TD3
118,3059,2951000.0,2950,103.82250703797199,27864.411281108856,dog-walk,4439,TD3
119,3085,2976000.0,2975,109.18432336393371,28087.09335041046,dog-walk,4439,TD3
120,3111,3001000.0,3000,104.74875291210276,28314.801648139954,dog-walk,4439,TD3
121,3137,3026000.0,3025,113.74178295754561,28557.18213200569,dog-walk,4439,TD3
122,3163,3051000.0,3050,117.54624846150594,28800.130691051483,dog-walk,4439,TD3
123,3189,3076000.0,3075,112.1141479296911,29046.864924907684,dog-walk,4439,TD3
124,3215,3101000.0,3100,117.75217993368256,29301.495150089264,dog-walk,4439,TD3
125,3241,3126000.0,3125,121.8275075099712,29527.06387281418,dog-walk,4439,TD3
126,3267,3151000.0,3150,115.51173261733587,29772.24428009987,dog-walk,4439,TD3
127,3293,3176000.0,3175,110.75816548742687,30004.834812164307,dog-walk,4439,TD3
128,3319,3201000.0,3200,131.22401734954875,30249.426195383072,dog-walk,4439,TD3
129,3345,3226000.0,3225,109.42134623891616,30502.46495270729,dog-walk,4439,TD3
130,3371,3251000.0,3250,108.40924282635584,30756.97770190239,dog-walk,4439,TD3
131,3397,3276000.0,3275,113.860771460856,30984.231949329376,dog-walk,4439,TD3
132,3423,3301000.0,3300,120.42889161119403,31215.08994412422,dog-walk,4439,TD3
133,3449,3326000.0,3325,123.79479122542807,31463.24432706833,dog-walk,4439,TD3
134,3475,3351000.0,3350,124.80635328475648,31708.324365615845,dog-walk,4439,TD3
135,3501,3376000.0,3375,120.84150379627768,31956.12730574608,dog-walk,4439,TD3
136,3527,3401000.0,3400,117.62595258397225,32212.261436223984,dog-walk,4439,TD3
137,3553,3426000.0,3425,123.67435064583647,32441.71228814125,dog-walk,4439,TD3
138,3579,3451000.0,3450,120.54348501004816,32698.931772708893,dog-walk,4439,TD3
139,3605,3476000.0,3475,130.8893067595898,32953.036083221436,dog-walk,4439,TD3
140,3631,3501000.0,3500,119.78880244947626,33206.804211616516,dog-walk,4439,TD3
141,3657,3526000.0,3525,117.5671920066848,33455.29940032959,dog-walk,4439,TD3
142,3683,3551000.0,3550,126.35038545632605,33704.88876247406,dog-walk,4439,TD3
143,3709,3576000.0,3575,113.45355981049542,33944.22824335098,dog-walk,4439,TD3
144,3735,3601000.0,3600,128.69752286033733,34196.13049674034,dog-walk,4439,TD3
145,3761,3626000.0,3625,123.89632351487933,34453.05362510681,dog-walk,4439,TD3
146,3787,3651000.0,3650,126.85112829255733,34710.617213726044,dog-walk,4439,TD3
147,3813,3676000.0,3675,117.77727989623745,34964.7309756279,dog-walk,4439,TD3
148,3839,3701000.0,3700,112.96902545272557,35213.719604730606,dog-walk,4439,TD3
149,3865,3726000.0,3725,120.40733684029837,35455.709384441376,dog-walk,4439,TD3
150,3891,3751000.0,3750,135.78317684923633,35702.86601185799,dog-walk,4439,TD3
151,3917,3776000.0,3775,140.88636679357404,35950.67562556267,dog-walk,4439,TD3
152,3943,3801000.0,3800,146.38390347328328,36196.16514849663,dog-walk,4439,TD3
153,3969,3826000.0,3825,134.30687523824997,36425.00968527794,dog-walk,4439,TD3
154,3995,3851000.0,3850,140.87805456881563,36671.90797281265,dog-walk,4439,TD3
155,4021,3876000.0,3875,138.46737843003763,36864.49523591995,dog-walk,4439,TD3
156,4047,3901000.0,3900,148.20526270113854,37053.75599336624,dog-walk,4439,TD3
157,4073,3926000.0,3925,147.10204800591939,37250.35378026962,dog-walk,4439,TD3
158,4099,3951000.0,3950,140.54078943772453,37462.155314683914,dog-walk,4439,TD3
159,4125,3976000.0,3975,145.18052692980245,37718.75661826134,dog-walk,4439,TD3
160,4151,4001000.0,4000,135.8712397322469,37965.48454761505,dog-walk,4439,TD3
161,4177,4026000.0,4025,141.4371366148056,38212.79818534851,dog-walk,4439,TD3
162,4203,4051000.0,4050,134.35034423445614,38467.52325248718,dog-walk,4439,TD3
163,4229,4076000.0,4075,146.8925869216908,38714.73067235947,dog-walk,4439,TD3
164,4255,4101000.0,4100,139.54970917955433,38967.75649499893,dog-walk,4439,TD3
165,4281,4126000.0,4125,147.13967573494347,39221.68077135086,dog-walk,4439,TD3
166,4307,4151000.0,4150,142.22949642601927,39464.01124095917,dog-walk,4439,TD3
167,4333,4176000.0,4175,123.62937668193635,39699.83422088623,dog-walk,4439,TD3
168,4359,4201000.0,4200,141.3481993782681,39945.20449590683,dog-walk,4439,TD3
169,4385,4226000.0,4225,141.07005856706778,40191.10913133621,dog-walk,4439,TD3
170,4411,4251000.0,4250,147.50589608012882,40445.481330394745,dog-walk,4439,TD3
171,4437,4276000.0,4275,133.76421121433745,40685.32785487175,dog-walk,4439,TD3
172,4463,4301000.0,4300,149.74479256452332,40944.80254936218,dog-walk,4439,TD3
173,4489,4326000.0,4325,130.0300020381685,41160.99832224846,dog-walk,4439,TD3
174,4515,4351000.0,4350,146.0768464523406,41388.49024963379,dog-walk,4439,TD3
175,4541,4376000.0,4375,136.43888453981717,41628.0216050148,dog-walk,4439,TD3
176,4567,4401000.0,4400,123.40093493676837,41880.01956129074,dog-walk,4439,TD3
177,4593,4426000.0,4425,146.4430416480535,42136.520404577255,dog-walk,4439,TD3
178,4619,4451000.0,4450,156.40268455272727,42393.13347148895,dog-walk,4439,TD3
179,4645,4476000.0,4475,139.1626227161681,42630.964171886444,dog-walk,4439,TD3
180,4671,4501000.0,4500,137.28745860868884,42872.13682723045,dog-walk,4439,TD3
181,4697,4526000.0,4525,138.9033267142068,43084.87808513641,dog-walk,4439,TD3
182,4723,4551000.0,4550,140.99675341729647,43332.17294239998,dog-walk,4439,TD3
183,4749,4576000.0,4575,145.58858769440062,43580.6186504364,dog-walk,4439,TD3
184,4775,4601000.0,4600,152.65290829376164,43827.70866417885,dog-walk,4439,TD3
185,4801,4626000.0,4625,122.06885152363381,44077.18765759468,dog-walk,4439,TD3
186,4827,4651000.0,4650,128.12834450883122,44303.994624614716,dog-walk,4439,TD3
187,4853,4676000.0,4675,152.23054336823998,44545.16547656059,dog-walk,4439,TD3
188,4879,4701000.0,4700,158.11704533960068,44798.174192905426,dog-walk,4439,TD3
189,4905,4726000.0,4725,139.46994342010643,45048.53624153137,dog-walk,4439,TD3
190,4931,4751000.0,4750,148.55445453371013,45308.555544137955,dog-walk,4439,TD3
191,4957,4776000.0,4775,153.89014276675388,45556.48195743561,dog-walk,4439,TD3
192,4983,4801000.0,4800,143.26781719982495,45799.30000209808,dog-walk,4439,TD3
193,5009,4826000.0,4825,142.2899733597765,46047.56692266464,dog-walk,4439,TD3
194,5035,4851000.0,4850,132.1071298474772,46276.93946313858,dog-walk,4439,TD3
195,5061,4876000.0,4875,138.95785976895377,46525.36185526848,dog-walk,4439,TD3
196,5087,4901000.0,4900,162.96349921884945,46720.2913711071,dog-walk,4439,TD3
197,5113,4926000.0,4925,153.2452105075157,46935.395710229874,dog-walk,4439,TD3
198,5139,4951000.0,4950,153.97448380031264,47183.62447166443,dog-walk,4439,TD3
199,5165,4976000.0,4975,161.53782094666622,47414.527743816376,dog-walk,4439,TD3
200,5191,5001000.0,5000,163.259328274334,47670.91995167732,dog-walk,4439,TD3
0,0,1000.0,0,6.670062653051924,19.07969093322754,dog-walk,9486,TD3
1,17,26000.0,25,30.50864390191567,190.06276106834412,dog-walk,9486,TD3
2,43,51000.0,50,24.633156153062373,402.8620648384094,dog-walk,9486,TD3
3,69,76000.0,75,27.14066323398806,620.221880197525,dog-walk,9486,TD3
4,95,101000.0,100,23.638691196405812,827.0044639110565,dog-walk,9486,TD3
5,121,126000.0,125,25.89259672559181,1034.7992029190063,dog-walk,9486,TD3
6,147,151000.0,150,29.126434125415393,1246.500968694687,dog-walk,9486,TD3
7,173,176000.0,175,25.945302863201363,1468.4309923648834,dog-walk,9486,TD3
8,199,201000.0,200,29.166943040878188,1678.5001258850098,dog-walk,9486,TD3
9,225,226000.0,225,29.588566155907607,1903.2005188465118,dog-walk,9486,TD3
10,251,251000.0,250,32.699348763743856,2141.6017713546753,dog-walk,9486,TD3
11,277,276000.0,275,32.02271290081067,2368.9882941246033,dog-walk,9486,TD3
12,303,301000.0,300,33.77907286184133,2596.7245559692383,dog-walk,9486,TD3
13,329,326000.0,325,35.3797348838468,2831.843740463257,dog-walk,9486,TD3
14,355,351000.0,350,32.926601155297526,3054.6852407455444,dog-walk,9486,TD3
15,381,376000.0,375,33.598273628960676,3263.325899362564,dog-walk,9486,TD3
16,407,401000.0,400,34.23299206906551,3471.8094561100006,dog-walk,9486,TD3
17,433,426000.0,425,37.90278645768801,3683.505180120468,dog-walk,9486,TD3
18,459,451000.0,450,37.038483521732566,3900.338865041733,dog-walk,9486,TD3
19,485,476000.0,475,44.68369680594984,4111.870561122894,dog-walk,9486,TD3
20,511,501000.0,500,44.83157214739381,4322.462558031082,dog-walk,9486,TD3
21,537,526000.0,525,39.84325057091068,4534.463616132736,dog-walk,9486,TD3
22,563,551000.0,550,42.59485919084506,4748.798914194107,dog-walk,9486,TD3
23,589,576000.0,575,49.11708733913859,4957.373680114746,dog-walk,9486,TD3
24,615,601000.0,600,50.417052547517315,5157.857929468155,dog-walk,9486,TD3
25,641,626000.0,625,46.99165604254565,5367.682631731033,dog-walk,9486,TD3
26,667,651000.0,650,49.4969410234344,5574.561297178268,dog-walk,9486,TD3
27,693,676000.0,675,47.07158956968478,5779.127941608429,dog-walk,9486,TD3
28,719,701000.0,700,49.70641218815541,5984.22465467453,dog-walk,9486,TD3
29,745,726000.0,725,50.275754401631204,6190.781701564789,dog-walk,9486,TD3
30,771,751000.0,750,53.87700241916349,6400.6878798007965,dog-walk,9486,TD3
31,797,776000.0,775,50.6116102282631,6608.9990956783295,dog-walk,9486,TD3
32,823,801000.0,800,52.347050003272976,6814.177525758743,dog-walk,9486,TD3
33,849,826000.0,825,54.91746353313039,7027.817996740341,dog-walk,9486,TD3
34,875,851000.0,850,54.65096710373645,7242.322797060013,dog-walk,9486,TD3
35,901,876000.0,875,60.83331426049183,7456.66915345192,dog-walk,9486,TD3
36,927,901000.0,900,54.0551378208926,7658.727941036224,dog-walk,9486,TD3
37,953,926000.0,925,63.19436569648057,7874.65602684021,dog-walk,9486,TD3
38,979,951000.0,950,62.02627881764532,8089.547159671783,dog-walk,9486,TD3
39,1005,976000.0,975,59.45576640211782,8303.334255218506,dog-walk,9486,TD3
40,1031,1001000.0,1000,64.91765971306599,8511.33904337883,dog-walk,9486,TD3
41,1057,1026000.0,1025,62.3284356909346,8724.784440040588,dog-walk,9486,TD3
42,1083,1051000.0,1050,60.53227132800784,8940.337151765823,dog-walk,9486,TD3
43,1109,1076000.0,1075,63.379101752170605,9166.54708647728,dog-walk,9486,TD3
44,1135,1101000.0,1100,66.74394425749732,9379.175950050354,dog-walk,9486,TD3
45,1161,1126000.0,1125,71.91788893914661,9585.552984952927,dog-walk,9486,TD3
46,1187,1151000.0,1150,63.843417695501444,9790.446333646774,dog-walk,9486,TD3
47,1213,1176000.0,1175,62.83261618371178,9991.119007825851,dog-walk,9486,TD3
48,1239,1201000.0,1200,71.10689133292533,10189.537347078323,dog-walk,9486,TD3
49,1265,1226000.0,1225,71.16921297063051,10402.697185754776,dog-walk,9486,TD3
50,1291,1251000.0,1250,65.95757239931274,10612.249115467072,dog-walk,9486,TD3
51,1317,1276000.0,1275,70.71285751430169,10826.118392944336,dog-walk,9486,TD3
52,1343,1301000.0,1300,69.01126589040636,11037.050418376923,dog-walk,9486,TD3
53,1369,1326000.0,1325,78.446555746593,11248.755746364594,dog-walk,9486,TD3
54,1395,1351000.0,1350,74.97719635672367,11466.603665351868,dog-walk,9486,TD3
55,1421,1376000.0,1375,75.42032007719908,11681.574838876724,dog-walk,9486,TD3
56,1447,1401000.0,1400,79.3708222850332,11902.655133962631,dog-walk,9486,TD3
57,1473,1426000.0,1425,75.69891259430639,12115.380810976028,dog-walk,9486,TD3
58,1499,1451000.0,1450,72.83866217194638,12331.237181901932,dog-walk,9486,TD3
59,1525,1476000.0,1475,79.74534357288923,12561.739540100098,dog-walk,9486,TD3
60,1551,1501000.0,1500,83.73490537632298,12804.770566225052,dog-walk,9486,TD3
61,1577,1526000.0,1525,75.20373236588772,13026.684111833572,dog-walk,9486,TD3
62,1603,1551000.0,1550,82.83911500430116,13242.522207260132,dog-walk,9486,TD3
63,1629,1576000.0,1575,89.34736049586782,13469.790679216385,dog-walk,9486,TD3
64,1655,1601000.0,1600,85.03879462661865,13689.97785949707,dog-walk,9486,TD3
65,1681,1626000.0,1625,83.97274499110213,13911.68967294693,dog-walk,9486,TD3
66,1707,1651000.0,1650,90.20875697593112,14125.786911964417,dog-walk,9486,TD3
67,1733,1676000.0,1675,86.08629288023556,14348.216605424881,dog-walk,9486,TD3
68,1759,1701000.0,1700,85.42380453143993,14576.262036323547,dog-walk,9486,TD3
69,1785,1726000.0,1725,92.22523645679817,14784.9840259552,dog-walk,9486,TD3
70,1811,1751000.0,1750,100.04452685172882,15009.45816731453,dog-walk,9486,TD3
71,1837,1776000.0,1775,93.15719305413391,15230.36072421074,dog-walk,9486,TD3
72,1863,1801000.0,1800,89.33537870399051,15446.600059270859,dog-walk,9486,TD3
73,1889,1826000.0,1825,93.15093274395805,15657.385759592056,dog-walk,9486,TD3
74,1915,1851000.0,1850,91.66851008872212,15875.224241733551,dog-walk,9486,TD3
75,1941,1876000.0,1875,97.82787768146939,16100.838646411896,dog-walk,9486,TD3
76,1967,1901000.0,1900,98.67928471530821,16322.05200767517,dog-walk,9486,TD3
77,1993,1926000.0,1925,101.86030606998845,16543.572345018387,dog-walk,9486,TD3
78,2019,1951000.0,1950,101.5162477221425,16773.230112314224,dog-walk,9486,TD3
79,2045,1976000.0,1975,97.92308565569019,17009.02636528015,dog-walk,9486,TD3
80,2071,2001000.0,2000,103.01083219827198,17239.999982357025,dog-walk,9486,TD3
81,2097,2026000.0,2025,102.79707260438158,17465.204540252686,dog-walk,9486,TD3
82,2123,2051000.0,2050,106.84466957217369,17698.2509393692,dog-walk,9486,TD3
83,2149,2076000.0,2075,112.54057888714613,17926.984599351883,dog-walk,9486,TD3
84,2175,2101000.0,2100,104.03164193710741,18153.760007619858,dog-walk,9486,TD3
85,2201,2126000.0,2125,110.43815977412976,18371.89223051071,dog-walk,9486,TD3
86,2227,2151000.0,2150,111.94307186349292,18609.080949783325,dog-walk,9486,TD3
87,2253,2176000.0,2175,109.06827238870558,18849.368124485016,dog-walk,9486,TD3
88,2279,2201000.0,2200,109.22181884848264,19084.26160144806,dog-walk,9486,TD3
89,2305,2226000.0,2225,107.30001565390572,19308.537895917892,dog-walk,9486,TD3
90,2331,2251000.0,2250,113.35944706624703,19536.29084253311,dog-walk,9486,TD3
91,2357,2276000.0,2275,107.21907591853399,19766.53549838066,dog-walk,9486,TD3
92,2383,2301000.0,2300,111.25623624567224,19997.577575683594,dog-walk,9486,TD3
93,2409,2326000.0,2325,113.97510074615316,20227.40251350403,dog-walk,9486,TD3
94,2435,2351000.0,2350,114.38668890200488,20449.22975587845,dog-walk,9486,TD3
95,2461,2376000.0,2375,118.00246219411865,20675.0349547863,dog-walk,9486,TD3
96,2487,2401000.0,2400,115.65169420521235,20896.803758859634,dog-walk,9486,TD3
97,2513,2426000.0,2425,119.77484817220957,21125.852432966232,dog-walk,9486,TD3
98,2539,2451000.0,2450,114.78404366109882,21358.232970237732,dog-walk,9486,TD3
99,2565,2476000.0,2475,128.3562466617672,21584.19227051735,dog-walk,9486,TD3
100,2591,2501000.0,2500,125.18540114312172,21807.76479959488,dog-walk,9486,TD3
101,2617,2526000.0,2525,132.99439880964334,22028.711753845215,dog-walk,9486,TD3
102,2643,2551000.0,2550,136.30853385966347,22263.393948078156,dog-walk,9486,TD3
103,2669,2576000.0,2575,130.29047477986154,22495.02703475952,dog-walk,9486,TD3
104,2695,2601000.0,2600,132.8799494905059,22726.299250602722,dog-walk,9486,TD3
105,2721,2626000.0,2625,132.75507237801054,22941.40554833412,dog-walk,9486,TD3
106,2747,2651000.0,2650,125.42739124606275,23169.201645612717,dog-walk,9486,TD3
107,2773,2676000.0,2675,134.962168401518,23396.80265712738,dog-walk,9486,TD3
108,2799,2701000.0,2700,132.12675685738049,23632.55262041092,dog-walk,9486,TD3
109,2825,2726000.0,2725,143.68734102432455,23875.771651268005,dog-walk,9486,TD3
110,2851,2751000.0,2750,132.92152161937216,24114.041153669357,dog-walk,9486,TD3
111,2877,2776000.0,2775,140.9339005523485,24343.641477108,dog-walk,9486,TD3
112,2903,2801000.0,2800,154.81097977823774,24567.64374256134,dog-walk,9486,TD3
113,2929,2826000.0,2825,122.25274753018996,24798.749890327454,dog-walk,9486,TD3
114,2955,2851000.0,2850,131.96464168425274,25037.356209754944,dog-walk,9486,TD3
115,2981,2876000.0,2875,150.37092201933356,25279.514477968216,dog-walk,9486,TD3
116,3007,2901000.0,2900,140.56576675450907,25514.664175987244,dog-walk,9486,TD3
117,3033,2926000.0,2925,149.93794938102846,25749.351410388947,dog-walk,9486,TD3
118,3059,2951000.0,2950,127.03247992048924,25982.40142941475,dog-walk,9486,TD3
119,3085,2976000.0,2975,152.72400172949332,26214.31391644478,dog-walk,9486,TD3
120,3111,3001000.0,3000,148.51514236159582,26452.127854824066,dog-walk,9486,TD3
121,3137,3026000.0,3025,171.21797262382714,26698.676566839218,dog-walk,9486,TD3
122,3163,3051000.0,3050,152.9967917139343,26930.88096666336,dog-walk,9486,TD3
123,3189,3076000.0,3075,174.0122871655123,27173.55605506897,dog-walk,9486,TD3
124,3215,3101000.0,3100,144.76432009714432,27416.11776447296,dog-walk,9486,TD3
125,3241,3126000.0,3125,125.07605685465792,27649.501399040222,dog-walk,9486,TD3
126,3267,3151000.0,3150,147.7213109005815,27888.232131004333,dog-walk,9486,TD3
127,3293,3176000.0,3175,134.40789858910034,28131.376801490784,dog-walk,9486,TD3
128,3319,3201000.0,3200,178.3731785435597,28363.995234012604,dog-walk,9486,TD3
129,3345,3226000.0,3225,163.25816027624506,28596.56859588623,dog-walk,9486,TD3
130,3371,3251000.0,3250,139.22341198548108,28827.813514471054,dog-walk,9486,TD3
131,3397,3276000.0,3275,181.3975472351191,29057.286686897278,dog-walk,9486,TD3
132,3423,3301000.0,3300,163.02446488646936,29282.113702058792,dog-walk,9486,TD3
133,3449,3326000.0,3325,212.1815904981877,29519.89443731308,dog-walk,9486,TD3
134,3475,3351000.0,3350,206.1621047782578,29752.587713956833,dog-walk,9486,TD3
135,3501,3376000.0,3375,184.83717046717436,29982.467353582382,dog-walk,9486,TD3
136,3527,3401000.0,3400,201.02207725387763,30207.226268529892,dog-walk,9486,TD3
137,3553,3426000.0,3425,113.85668487708843,30439.854812145233,dog-walk,9486,TD3
138,3579,3451000.0,3450,193.9323290988387,30673.45037841797,dog-walk,9486,TD3
139,3605,3476000.0,3475,179.92746174537828,30900.283617019653,dog-walk,9486,TD3
140,3631,3501000.0,3500,175.66064201386254,31125.290947198868,dog-walk,9486,TD3
141,3657,3526000.0,3525,191.0242019231381,31353.81367468834,dog-walk,9486,TD3
142,3683,3551000.0,3550,200.01587754410866,31576.414634227753,dog-walk,9486,TD3
143,3709,3576000.0,3575,193.49202545071205,31803.173589229584,dog-walk,9486,TD3
144,3735,3601000.0,3600,200.2168714766998,32035.0578289032,dog-walk,9486,TD3
145,3761,3626000.0,3625,223.62074539844053,32269.230051517487,dog-walk,9486,TD3
146,3787,3651000.0,3650,200.28444965530477,32509.400005817413,dog-walk,9486,TD3
147,3813,3676000.0,3675,195.27962782080007,32752.931923151016,dog-walk,9486,TD3
148,3839,3701000.0,3700,228.80967692302366,33000.008608818054,dog-walk,9486,TD3
149,3865,3726000.0,3725,186.7158730111101,33239.167467832565,dog-walk,9486,TD3
150,3891,3751000.0,3750,194.63070834428044,33478.48878502846,dog-walk,9486,TD3
151,3917,3776000.0,3775,216.59743006098748,33709.738892793655,dog-walk,9486,TD3
152,3943,3801000.0,3800,244.33794493956356,33937.30468297005,dog-walk,9486,TD3
153,3969,3826000.0,3825,220.96478138184267,34154.98259806633,dog-walk,9486,TD3
154,3995,3851000.0,3850,212.2128469306461,34391.48287463188,dog-walk,9486,TD3
155,4021,3876000.0,3875,204.66997761179567,34625.57440662384,dog-walk,9486,TD3
156,4047,3901000.0,3900,223.18498861986245,34860.39651679993,dog-walk,9486,TD3
157,4073,3926000.0,3925,250.76449647696077,35102.30129861832,dog-walk,9486,TD3
158,4099,3951000.0,3950,243.6643319198923,35324.29506444931,dog-walk,9486,TD3
159,4125,3976000.0,3975,271.56511416283274,35553.58297634125,dog-walk,9486,TD3
160,4151,4001000.0,4000,205.3894515412713,35776.26541852951,dog-walk,9486,TD3
161,4177,4026000.0,4025,245.28002479047473,36011.48042654991,dog-walk,9486,TD3
162,4203,4051000.0,4050,219.15793023210222,36261.04118394852,dog-walk,9486,TD3
163,4229,4076000.0,4075,273.2901340750961,36502.27191185951,dog-walk,9486,TD3
164,4255,4101000.0,4100,263.2770040878764,36735.61089229584,dog-walk,9486,TD3
165,4281,4126000.0,4125,200.6750742960265,36960.66724276543,dog-walk,9486,TD3
166,4307,4151000.0,4150,242.2084851328691,37187.38018846512,dog-walk,9486,TD3
167,4333,4176000.0,4175,235.87520968110545,37414.14245915413,dog-walk,9486,TD3
168,4359,4201000.0,4200,258.44691555257253,37634.048756599426,dog-walk,9486,TD3
169,4385,4226000.0,4225,238.6781423974669,37851.759612083435,dog-walk,9486,TD3
170,4411,4251000.0,4250,250.72664093281787,38081.50739645958,dog-walk,9486,TD3
171,4437,4276000.0,4275,265.40919114296383,38314.8375749588,dog-walk,9486,TD3
172,4463,4301000.0,4300,237.08027280953326,38550.909861803055,dog-walk,9486,TD3
173,4489,4326000.0,4325,258.2872288808409,38779.29410624504,dog-walk,9486,TD3
174,4515,4351000.0,4350,268.51942230840797,39015.21045303345,dog-walk,9486,TD3
